;;;PT. Dream Dare Discover;;;;;;;;;;
;;;Kuantitas Barang per Gudang;;;;;;;;;;
;;;Per Tgl. 19 Jan 2026;;;;;;;;;;
;;;"Cabang : Kantor Pusat, BALI AREA, Baby, Jakarta, Jawa Timur, Lombok, NTT, Online, Sulawesi, Sumatera, Gudang : Warehouse Bali ...";;;;;;;;;;
Nama Barang;;Kode Barang;;Warehouse Bali Gatsu - Box;Warehouse Bali Gatsu - Protol;Warehouse Bali Gatsu Reject;Warehouse Pluit;Warehouse Pluit Reject;Warehouse Pusat;Warehouse Pusat Protol;Warehouse Pusat Reject;;Total Nama Gudang
"BABY VELCRO BRICKS 1, 21/22, ALL BLACK";;Z2VB01Z22;;0;0;0;41;0;-8;7;0;;40
"BABY VELCRO BRICKS 1, 23/24, ALL BLACK";;Z2VB01Z24;;0;0;1;54;0;-12;14;2;;59
"BABY VELCRO BRICKS 1, 25/26, ALL BLACK";;Z2VB01Z26;;0;0;0;29;0;-6;4;0;;27
"BABY VELCRO BRICKS 2, 21/22, COCOA";;Z2VB02Z22;;96;0;0;41;0;184;16;0;;337
"BABY VELCRO BRICKS 2, 23/24, COCOA";;Z2VB02Z24;;120;0;0;58;0;230;17;1;;426
"BABY VELCRO BRICKS 2, 25/26, COCOA";;Z2VB02Z26;;72;0;0;30;0;138;10;1;;251
"BABY VELCRO BRICKS 3, 21/22, GREY";;Z2VB03Z22;;0;0;0;25;0;448;3;2;;478
"BABY VELCRO BRICKS 3, 23/24, GREY";;Z2VB03Z24;;0;0;0;40;0;556;11;3;;610
"BABY VELCRO BRICKS 3, 25/26, GREY";;Z2VB03Z26;;0;0;0;17;0;340;2;0;;359
"BABY VELCRO BRICKS 4, 21/22, CORAL";;Z2VB04Z22;;112;0;0;37;0;304;1;4;;458
"BABY VELCRO BRICKS 4, 23/24, CORAL";;Z2VB04Z24;;140;0;0;62;0;380;0;2;;584
"BABY VELCRO BRICKS 4, 25/26, CORAL";;Z2VB04Z26;;84;0;0;34;0;228;0;0;;346
"BABY VELCRO BRICKS 5, 21/22, OAT PINK";;Z2VB05Z22;;0;0;0;19;0;-4;4;0;;19
"BABY VELCRO BRICKS 5, 23/24, OAT PINK";;Z2VB05Z24;;0;0;0;23;0;-5;1;0;;19
"BABY VELCRO BRICKS 5, 25/26, OAT PINK";;Z2VB05Z26;;0;0;0;15;0;-3;1;0;;13
"BABY VELCRO BRICKS 6, 21/22, SAGE";;Z2VB06Z22;;0;0;0;4;0;0;6;0;;10
"BABY VELCRO BRICKS 6, 23/24, SAGE";;Z2VB06Z24;;0;0;0;3;0;0;8;0;;11
"BABY VELCRO BRICKS 6, 25/26, SAGE";;Z2VB06Z26;;0;0;0;3;0;0;3;0;;6
"BABY VELCRO STITCH 1, 21/22, NAVY";;Z2VS01Z22;;0;0;0;20;0;-8;0;1;;13
"BABY VELCRO STITCH 1, 23/24, NAVY";;Z2VS01Z24;;0;0;0;24;0;-10;-1;0;;13
"BABY VELCRO STITCH 1, 25/26, NAVY";;Z2VS01Z26;;0;0;0;16;0;-6;-2;1;;9
"BABY VELCRO STITCH 2, 21/22, PINK";;Z2VS02Z22;;0;0;0;16;0;-16;5;1;;6
"BABY VELCRO STITCH 2, 23/24, PINK";;Z2VS02Z24;;0;0;0;20;0;-20;0;0;;0
"BABY VELCRO STITCH 2, 25/26, PINK";;Z2VS02Z26;;0;0;0;12;0;-12;5;1;;6
"BABY WE BARE BEARS 3, 18/19, BROWN";;Z2WB03Z19;;60;0;0;60;0;-147;2;0;;-25
"BABY WE BARE BEARS 3, 20/21, BROWN";;Z2WB03Z21;;60;0;0;60;0;-147;0;0;;-27
"BABY WE BARE BEARS 3, 22/23, BROWN";;Z2WB03Z23;;60;0;0;60;0;-147;0;1;;-26
"BABY WE BARE BEARS 3, 24/25, BROWN";;Z2WB03Z25;;60;0;0;60;0;-147;0;1;;-26
"BABY WE BARE BEARS 4, 18/19, GREY";;Z2WB04Z19;;39;0;0;69;0;-66;18;0;;60
"BABY WE BARE BEARS 4, 20/21, GREY";;Z2WB04Z21;;39;0;0;69;0;-66;20;0;;62
"BABY WE BARE BEARS 4, 22/23, GREY";;Z2WB04Z23;;39;0;0;69;0;-66;16;0;;58
"BABY WE BARE BEARS 4, 24/25, GREY";;Z2WB04Z25;;39;0;0;68;0;-66;6;0;;47
"BABY WE BARE BEARS 5, 18/19, WHITE";;Z2WB05Z19;;0;0;0;54;0;-12;4;2;;48
"BABY WE BARE BEARS 5, 20/21, WHITE";;Z2WB05Z21;;0;0;0;55;0;-12;6;3;;52
"BABY WE BARE BEARS 5, 22/23, WHITE";;Z2WB05Z23;;0;0;0;56;0;-12;6;1;;51
"BABY WE BARE BEARS 5, 24/25, WHITE";;Z2WB05Z25;;0;0;2;52;0;-12;6;0;;48
"BB2BZ21CL1-BABY GIRLS COLLAB 1, 21, PINK";;BB2BZ21CL1;;0;0;0;-1;0;0;0;3;;2
"BB2BZ22CL1-BABY GIRLS COLLAB 1, 22, PINK";;BB2BZ22CL1;;0;0;0;0;0;0;1;19;;20
"BB2BZ23CL1-BABY GIRLS COLLAB 1, 23, PINK";;BB2BZ23CL1;;0;0;0;0;0;0;3;20;;23
"BB2BZ24CL1-BABY GIRLS COLLAB 1, 24, PINK";;BB2BZ24CL1;;0;0;0;0;0;0;0;25;;25
"BB2BZ25CL1-BABY GIRLS COLLAB 1, 25, PINK";;BB2BZ25CL1;;0;0;0;0;0;0;0;7;;7
"BB3BZ21CL4-BABY UNI COLLAB WBB 2, 21, GREY NAVY";;BB3BZ21CL4;;0;0;0;0;0;0;0;7;;7
"BB3BZ22CL4-BABY UNI COLLAB WBB 2, 22, GREY NAVY";;BB3BZ22CL4;;0;0;0;0;0;0;0;16;;16
"BB3BZ23CL4-BABY UNI COLLAB WBB 2, 23, GREY NAVY";;BB3BZ23CL4;;0;0;0;0;0;0;0;20;;20
"BB3BZ24CL4-BABY UNI COLLAB WBB 2, 24, GREY NAVY";;BB3BZ24CL4;;0;0;0;0;0;0;0;18;;18
"BB3BZ25CL4-BABY UNI COLLAB WBB 2, 25, GREY NAVY";;BB3BZ25CL4;;0;0;0;0;0;0;0;5;;5
"BOYS CLASSIC 1, 27/28, BLACK";;B2CAV201Z28;;0;0;0;2;0;0;0;0;;2
;;B2CAV301Z28;;0;0;0;6;0;146;13;0;;165
"BOYS CLASSIC 1, 29/30, BLACK";;B2CA01Z30;;0;0;0;0;0;0;6;0;;6
;;B2CAV201Z30;;0;0;0;3;0;0;0;1;;4
;;B2CAV301Z30;;0;0;0;9;0;219;12;0;;240
"BOYS CLASSIC 1, 31/32, BLACK";;B2CA01Z32;;0;0;0;0;0;0;14;1;;15
;;B2CAV201Z32;;0;0;0;4;0;0;0;5;;9
;;B2CAV301Z32;;0;11;0;15;0;365;27;0;;418
"BOYS CLASSIC 1, 33/34, BLACK";;B2CA01Z34;;0;0;0;0;0;0;5;0;;5
;;B2CAV201Z34;;0;0;0;1;0;0;0;1;;2
;;B2CAV301Z34;;0;0;0;5;0;146;2;0;;153
"BOYS CLASSIC 2, 27/28, NAVY";;B2CAV302Z28;;0;0;0;3;0;-24;0;0;;-21
"BOYS CLASSIC 2, 29/30, NAVY";;B2CA02Z30;;0;0;0;0;0;0;8;0;;8
;;B2CAV202Z30;;0;0;0;2;0;0;0;3;;5
;;B2CAV302Z30;;0;0;0;9;0;-36;3;0;;-24
"BOYS CLASSIC 2, 31/32, NAVY";;B2CA02Z32;;0;5;0;10;0;0;27;7;;49
;;B2CAV202Z32;;0;0;0;5;0;0;0;5;;10
;;B2CAV302Z32;;0;0;0;14;0;-60;5;0;;-41
"BOYS CLASSIC 2, 33/34, NAVY";;B2CA02Z34;;0;0;0;0;0;0;9;0;;9
;;B2CAV202Z34;;0;0;0;3;0;0;0;3;;6
;;B2CAV302Z34;;0;0;0;4;0;-24;2;0;;-18
"BOYS CLASSIC 3, 27/28, ARMY";;B2CAV303Z28;;0;0;0;4;0;0;1;0;;5
"BOYS CLASSIC 3, 29/30, ARMY";;B2CA03Z30;;0;0;0;0;0;0;4;1;;5
;;B2CAV303Z30;;0;0;0;6;0;0;6;2;;14
"BOYS CLASSIC 3, 31/32, ARMY";;B2CA03Z32;;0;0;0;4;0;0;17;10;;31
;;B2CAV303Z32;;0;8;0;10;0;0;10;1;;29
"BOYS CLASSIC 3, 33/34, ARMY";;B2CA03Z34;;0;0;0;0;0;0;3;4;;7
;;B2CAV303Z34;;0;0;0;4;0;0;4;0;;8
"BOYS CLASSIC 4, 27/28, BLACK TURQUOISE";;B2CAV204Z28;;0;0;0;1;0;4;1;0;;6
;;B2CAV304Z28;;0;0;0;6;0;0;1;0;;7
"BOYS CLASSIC 4, 29/30, BLACK TURQUOISE";;B2CAV204Z30;;0;0;0;8;0;6;6;3;;23
;;B2CAV304Z30;;0;0;0;10;0;0;2;0;;12
"BOYS CLASSIC 4, 31/32, BLACK TURQUOISE";;B2CAV204Z32;;0;0;0;13;0;10;9;4;;36
;;B2CAV304Z32;;0;0;0;18;0;0;2;0;;20
"BOYS CLASSIC 4, 33/34, BLACK TURQUOISE";;B2CAV204Z34;;0;0;0;2;0;4;1;0;;7
;;B2CAV304Z34;;0;0;0;7;0;0;1;0;;8
"BOYS CLASSIC 5, 27/28, NAVY GREY";;B2CAV205Z28;;0;0;0;0;0;0;43;0;;43
;;B2CAV305Z28;;20;0;0;6;0;176;2;0;;204
"BOYS CLASSIC 5, 29/30, NAVY GREY";;B2CAV205Z30;;0;0;0;1;0;0;68;1;;70
;;B2CAV305Z30;;30;0;0;12;0;264;6;0;;312
"BOYS CLASSIC 5, 31/32, NAVY GREY";;B2CAV205Z32;;0;0;0;5;0;0;118;3;;126
;;B2CAV305Z32;;50;0;0;18;0;440;9;0;;517
"BOYS CLASSIC 5, 33/34, NAVY GREY";;B2CAV205Z34;;0;0;0;0;0;0;45;1;;46
;;B2CAV305Z34;;20;0;0;6;0;176;4;0;;206
"BOYS CLASSIC 6, 27/28, GREY LIME";;B2CAV206Z28;;0;0;0;2;0;-8;7;0;;1
;;B2CAV306Z28;;0;0;0;8;0;8;0;0;;16
"BOYS CLASSIC 6, 29/30, GREY LIME";;B2CAV206Z30;;0;0;0;2;0;-12;9;2;;1
;;B2CAV306Z30;;0;0;0;11;0;12;2;0;;25
"BOYS CLASSIC 6, 31/32, GREY LIME";;B2CAV206Z32;;0;0;0;5;0;-20;17;4;;6
;;B2CAV306Z32;;0;0;0;24;0;20;7;0;;51
"BOYS CLASSIC 6, 33/34, GREY LIME";;B2CAV206Z34;;0;0;0;1;0;-8;6;0;;-1
;;B2CAV306Z34;;0;0;0;8;0;8;2;0;;18
"BOYS COLLAB 1, 29/30, ZUMA X GUDETAMA BLACK";;SJ1K03CL1;;0;0;0;0;0;0;0;9;;9
"BOYS COLLAB 1, 31/32, ZUMA X GUDETAMA BLACK";;SJ1K04CL1;;0;0;0;0;0;0;0;3;;3
"BOYS COLLAB 1, 33/34, ZUMA X GUDETAMA BLACK";;SJ1K05CL1;;0;0;0;0;0;0;0;3;;3
"BOYS COLLAB 1, 35/36, ZUMA X GUDETAMA BLACK";;SJ1K06CL1;;0;0;0;0;0;0;0;0;;0
"BOYS COLLAB 10, 29/30 DISNEY MICKEY LAVA";;B2CL10Z29;;0;0;0;0;0;0;0;0;;0
"BOYS COLLAB 10, 31/32 DISNEY MICKEY LAVA";;B2CL10Z31;;0;0;0;0;0;0;0;1;;1
"BOYS COLLAB 10, 33/34 DISNEY MICKEY LAVA";;B2CL10Z33;;0;0;0;0;0;0;0;0;;0
"BOYS COLLAB 11, 29/30 DISNEY MICKEY DOVE";;B2CL11Z29;;0;0;0;0;0;0;0;0;;0
"BOYS COLLAB 11, 31/32 DISNEY MICKEY DOVE";;B2CL11Z31;;0;0;0;0;0;0;2;6;;8
"BOYS COLLAB 11, 33/34 DISNEY MICKEY DOVE";;B2CL11Z33;;0;0;0;0;0;0;0;3;;3
"BOYS COLLAB 12, 33/34, BATMAN NAVY GREY";;B2CL12Z33;;0;0;0;0;0;0;20;0;;20
"BOYS COLLAB 12, 35/36, BATMAN NAVY GREY";;B2CL12Z35;;0;0;0;1;0;0;28;0;;29
"BOYS COLLAB 12, 37/38, BATMAN NAVY GREY";;B2CL12Z37;;0;0;0;0;0;0;76;1;;77
"BOYS COLLAB 13, 33/34, BATMAN GREY YELLOW";;B2CL13Z33;;0;0;0;0;0;0;0;0;;0
"BOYS COLLAB 13, 35/36, BATMAN GREY YELLOW";;B2CL13Z35;;0;0;0;0;0;0;0;1;;1
"BOYS COLLAB 13, 37/38, BATMAN GREY YELLOW";;B2CL13Z37;;0;0;0;0;0;0;0;1;;1
"BOYS COLLAB 2, 29/30, ZUMA X GUDETAMA YELLOW";;SJ1K03CL2;;0;0;0;0;0;0;0;12;;12
"BOYS COLLAB 2, 31/32, ZUMA X GUDETAMA YELLOW";;SJ1K04CL2;;0;0;0;0;0;0;0;2;;2
"BOYS COLLAB 2, 33/34, ZUMA X GUDETAMA YELLOW";;SJ1K05CL2;;0;0;0;0;0;0;0;1;;1
"BOYS COLLAB 2, 35/36, ZUMA X GUDETAMA YELLOW";;SJ1K06CL2;;0;0;0;0;0;0;0;0;;0
"BOYS COLLAB 3, 29/30, DISNEY MICKEY BLACK";;SJ1K03CL3;;0;0;0;0;0;0;0;1;;1
"BOYS COLLAB 3, 31/32, DISNEY MICKEY BLACK";;SJ1K04CL3;;0;0;0;0;0;0;0;1;;1
"BOYS COLLAB 3, 33/34, DISNEY MICKEY BLACK";;SJ1K05CL3;;0;0;0;0;0;0;0;2;;2
"BOYS COLLAB 3, 35/36, DISNEY MICKEY BLACK";;SJ1K06CL3;;0;0;0;0;0;0;0;2;;2
"BOYS COLLAB 4, 29/30, DISNEY MICKEY RED";;SJ1K03CL4;;0;0;0;0;0;0;0;1;;1
"BOYS COLLAB 4, 31/32, DISNEY MICKEY RED";;SJ1K04CL4;;0;0;0;0;0;0;0;1;;1
"BOYS COLLAB 4, 33/34, DISNEY MICKEY RED";;SJ1K05CL4;;0;0;0;0;0;0;0;1;;1
"BOYS COLLAB 4, 35/36, DISNEY MICKEY RED";;SJ1K06CL4;;0;0;0;0;0;0;0;5;;5
"BOYS COLLAB 5, 28, SPACE JAM 01 BLACK";;M1KZ28CL5;;0;0;0;0;0;0;0;0;;0
"BOYS COLLAB 5, 29, SPACE JAM 01 BLACK";;M1KZ29CL5;;0;0;0;0;0;0;0;0;;0
"BOYS COLLAB 5, 30, SPACE JAM 01 BLACK";;M1KZ30CL5;;0;0;0;0;0;0;0;0;;0
"BOYS COLLAB 5, 31, SPACE JAM 01 BLACK";;M1KZ31CL5;;0;0;0;0;0;0;0;0;;0
"BOYS COLLAB 5, 32, SPACE JAM 01 BLACK";;M1KZ32CL5;;0;0;0;0;0;0;0;0;;0
"BOYS COLLAB 6, 28, SPACE JAM 01 GREY";;M1KZ28CL6;;0;0;0;0;0;0;0;0;;0
"BOYS COLLAB 6, 29, SPACE JAM 01 GREY";;M1KZ29CL6;;0;0;0;0;0;0;0;0;;0
"BOYS COLLAB 6, 30, SPACE JAM 01 GREY";;M1KZ30CL6;;0;0;0;0;0;0;0;1;;1
"BOYS COLLAB 6, 31, SPACE JAM 01 GREY";;M1KZ31CL6;;0;0;0;0;0;0;0;0;;0
"BOYS COLLAB 6, 32, SPACE JAM 01 GREY";;M1KZ32CL6;;0;0;0;0;0;0;0;0;;0
"BOYS COLLAB 7, 28, SPACE JAM 02 ROYAL BLUE";;M1KZ28CL7;;0;0;0;0;0;0;0;0;;0
"BOYS COLLAB 7, 29, SPACE JAM 02 ROYAL BLUE";;M1KZ29CL7;;0;0;0;0;0;0;0;0;;0
"BOYS COLLAB 7, 30, SPACE JAM 02 ROYAL BLUE";;M1KZ30CL7;;0;0;0;0;0;0;0;0;;0
"BOYS COLLAB 7, 31, SPACE JAM 02 ROYAL BLUE";;M1KZ31CL7;;0;0;0;0;0;0;0;3;;3
"BOYS COLLAB 7, 32, SPACE JAM 02 ROYAL BLUE";;M1KZ32CL7;;0;0;0;0;0;0;0;0;;0
"BOYS COLLAB 8, 28, SPACE JAM 02 TURQUOISE";;M1KZ28CL8;;0;0;0;0;0;0;0;0;;0
"BOYS COLLAB 8, 29, SPACE JAM 02 TURQUOISE";;M1KZ29CL8;;0;0;0;0;0;0;0;0;;0
"BOYS COLLAB 8, 30, SPACE JAM 02 TURQUOISE";;M1KZ30CL8;;0;0;0;0;0;0;0;0;;0
"BOYS COLLAB 8, 31, SPACE JAM 02 TURQUOISE";;M1KZ31CL8;;0;0;0;0;0;0;0;0;;0
"BOYS COLLAB 8, 32, SPACE JAM 02 TURQUOISE";;M1KZ32CL8;;0;0;0;0;0;0;0;1;;1
"BOYS COLLAB 9, 29/30 DISNEY MICKEY BLACK";;B2CL09Z29;;0;0;0;0;0;0;0;2;;2
"BOYS COLLAB 9, 31/32 DISNEY MICKEY BLACK";;B2CL09Z31;;0;0;0;0;0;0;0;2;;2
"BOYS COLLAB 9, 33/34 DISNEY MICKEY BLACK";;B2CL09Z33;;0;0;0;0;0;0;0;0;;0
"BOYS DISNEY DOVER 1, 27/28, BLACK";;B2DV01Z28;;28;0;0;28;0;144;1;0;;201
"BOYS DISNEY DOVER 1, 29/30, BLACK";;B2DV01Z30;;28;0;0;28;0;144;2;0;;202
"BOYS DISNEY DOVER 1, 31/32, BLACK";;B2DV01Z32;;14;0;0;14;0;72;0;0;;100
"BOYS DISNEY DOVER 1, 33/34, BLACK";;B2DV01Z34;;14;0;0;12;0;72;2;0;;100
"BOYS MICKEY MOUSE 1, 29/30, BLACK";;B2MMV101Z30;;85;3;0;6;0;-195;2;0;;-99
"BOYS MICKEY MOUSE 1, 31/32, BLACK";;B2MMV101Z32;;85;5;0;9;0;-195;2;0;;-94
"BOYS MICKEY MOUSE 1, 33/34, BLACK";;B2MMV101Z34;;34;0;0;4;0;-78;0;0;;-40
"BOYS MICKEY MOUSE 2, 29/30, MOCHA";;B2MMV102Z30;;65;0;0;34;0;-120;8;5;;-8
"BOYS MICKEY MOUSE 2, 31/32, MOCHA";;B2MMV102Z32;;65;0;0;29;0;-120;19;1;;-6
"BOYS MICKEY MOUSE 2, 33/34, MOCHA";;B2MMV102Z34;;26;0;0;8;0;-48;0;0;;-14
"BOYS MICKEY MOUSE 3, 29/30, BLUE";;B2MMV103Z30;;0;0;0;0;0;0;11;0;;11
"BOYS MICKEY MOUSE 3, 31/32, BLUE";;B2MMV103Z32;;0;0;0;0;0;0;6;0;;6
"BOYS MICKEY MOUSE 3, 33/34, BLUE";;B2MMV103Z34;;0;0;0;0;0;0;0;0;;0
"BOYS ONYX 1, 34, BLACK BLACK";;B1ON01Z34;;0;0;0;10;0;0;15;3;;28
;;M1KZ34ON1;;0;0;0;0;0;0;0;3;;3
"BOYS ONYX 1, 35, BLACK BLACK";;B1ON01Z35;;0;0;0;11;0;0;4;6;;21
;;M1KZ35ON1;;0;0;0;0;0;0;0;5;;5
"BOYS ONYX 1, 36, BLACK BLACK";;B1ON01Z36;;0;0;0;0;0;0;1;1;;2
;;M1KZ36ON1;;0;0;0;0;0;0;0;3;;3
"BOYS ONYX 1, 37, BLACK BLACK";;B1ON01Z37;;0;0;0;0;0;0;0;0;;0
;;M1KZ37ON1;;0;0;0;0;0;0;1;3;;4
"BOYS ONYX 2, 34, ARMY BLACK";;B1ON02Z34;;0;0;0;6;0;0;1;13;;20
;;M1KZ34ON2;;0;0;0;0;0;0;1;3;;4
"BOYS ONYX 2, 35, ARMY BLACK";;B1ON02Z35;;0;0;0;4;0;0;0;11;;15
;;M1KZ35ON2;;0;0;0;0;0;0;0;3;;3
"BOYS ONYX 2, 36, ARMY BLACK";;B1ON02Z36;;0;0;0;0;0;0;1;3;;4
;;M1KZ36ON2;;0;0;0;0;0;0;0;4;;4
"BOYS ONYX 2, 37, ARMY BLACK";;B1ON02Z37;;0;0;0;0;0;0;0;5;;5
;;M1KZ37ON2;;0;0;0;0;0;0;0;6;;6
"BOYS ONYX 3, 34, NAVY GREY";;B1ON03Z34;;0;0;0;6;0;0;1;4;;11
;;M1KZ34ON3;;0;0;0;0;0;0;0;7;;7
"BOYS ONYX 3, 35, NAVY GREY";;B1ON03Z35;;0;0;0;0;0;0;0;14;;14
;;M1KZ35ON3;;0;0;0;0;0;0;0;5;;5
"BOYS ONYX 3, 36, NAVY GREY";;B1ON03Z36;;0;0;0;0;0;0;0;12;;12
;;M1KZ36ON3;;0;0;0;0;0;0;0;4;;4
"BOYS ONYX 3, 37, NAVY GREY";;B1ON03Z37;;0;0;0;0;0;0;0;3;;3
;;M1KZ37ON3;;0;0;0;0;0;0;0;4;;4
"BOYS SLIDE MAX 1, 34, BLACK";;B1SL01Z34;;0;0;0;0;0;0;5;0;;5
;;B1SLV101Z34;;0;0;0;4;0;0;0;0;;4
"BOYS SLIDE MAX 1, 35, BLACK";;B1SL01Z35;;0;0;0;0;0;0;11;0;;11
;;B1SLV101Z35;;0;0;0;7;0;0;0;0;;7
"BOYS SLIDE MAX 1, 36, BLACK";;B1SL01Z36;;0;0;0;0;0;0;16;1;;17
;;B1SLV101Z36;;0;0;0;8;0;0;0;0;;8
"BOYS SLIDE MAX 1, 37, BLACK";;B1SL01Z37;;0;0;0;0;0;0;16;0;;16
;;B1SLV101Z37;;0;0;0;10;0;0;0;1;;11
"BOYS SLIDE MAX 1, 38, BLACK";;B1SL01Z38;;0;0;0;0;0;0;8;1;;9
;;B1SLV101Z38;;0;0;0;7;0;0;0;1;;8
"BOYS SLIDE MAX 1, 39, BLACK";;B1SLV101Z39;;0;0;0;1;0;0;0;0;;1
"BOYS SLIDE MAX 2, 34, NAVY";;B1SL02Z34;;0;0;0;0;0;0;8;0;;8
;;B1SLV102Z34;;0;0;0;3;0;0;4;0;;7
"BOYS SLIDE MAX 2, 35, NAVY";;B1SL02Z35;;0;0;0;0;0;0;10;0;;10
;;B1SLV102Z35;;0;0;0;6;0;0;2;0;;8
"BOYS SLIDE MAX 2, 36, NAVY";;B1SL02Z36;;0;2;0;0;0;0;18;1;;21
;;B1SLV102Z36;;0;0;0;9;0;0;7;0;;16
"BOYS SLIDE MAX 2, 37, NAVY";;B1SL02Z37;;0;0;0;0;0;0;19;0;;19
;;B1SLV102Z37;;0;0;0;8;0;0;6;0;;14
"BOYS SLIDE MAX 2, 38, NAVY";;B1SL02Z38;;0;0;0;0;0;0;10;0;;10
;;B1SLV102Z38;;0;0;0;5;0;0;3;0;;8
"BOYS SLIDE MAX 3, 34, ARMY";;B1SL03Z34;;0;0;0;4;0;4;6;0;;14
;;B1SLV103Z34;;6;0;0;6;0;122;4;0;;138
"BOYS SLIDE MAX 3, 35, ARMY";;B1SL03Z35;;0;0;0;10;0;4;18;0;;32
;;B1SLV103Z35;;6;0;0;3;0;122;7;0;;138
"BOYS SLIDE MAX 3, 36, ARMY";;B1SL03Z36;;0;1;0;14;0;6;24;0;;45
;;B1SLV103Z36;;9;3;0;9;0;183;13;0;;217
"BOYS SLIDE MAX 3, 37, ARMY";;B1SL03Z37;;0;1;0;10;0;6;26;2;;45
;;B1SLV103Z37;;9;3;0;6;0;183;7;0;;208
"BOYS SLIDE MAX 3, 38, ARMY";;B1SL03Z38;;0;0;0;6;0;4;15;0;;25
;;B1SLV103Z38;;6;0;0;5;0;122;6;0;;139
"BOYS SLIDE SPIDER-MAN 1, 27, BLACK";;B1SM01Z27;;0;0;0;0;0;56;0;0;;56
"BOYS SLIDE SPIDER-MAN 1, 28, BLACK";;B1SM01Z28;;0;0;0;0;0;84;0;0;;84
"BOYS SLIDE SPIDER-MAN 1, 29, BLACK";;B1SM01Z29;;0;0;0;0;0;56;0;0;;56
"BOYS SLIDE SPIDER-MAN 1, 30, BLACK";;B1SM01Z30;;0;0;0;0;0;56;0;0;;56
"BOYS SLIDE SPIDER-MAN 1, 31, BLACK";;B1SM01Z31;;0;0;0;0;0;84;0;0;;84
"BOYS SLIDE SPIDER-MAN 2, 27, GREY";;B1SM02Z27;;0;0;0;0;0;66;0;0;;66
"BOYS SLIDE SPIDER-MAN 2, 28, GREY";;B1SM02Z28;;0;0;0;0;0;99;0;0;;99
"BOYS SLIDE SPIDER-MAN 2, 29, GREY";;B1SM02Z29;;0;0;0;0;0;66;0;0;;66
"BOYS SLIDE SPIDER-MAN 2, 30, GREY";;B1SM02Z30;;0;0;0;0;0;66;0;0;;66
"BOYS SLIDE SPIDER-MAN 2, 31, GREY";;B1SM02Z31;;0;0;0;0;0;99;0;0;;99
"BOYS SLIDE SPIDER-MAN 3, 27, BLUE RED";;B1SM03Z27;;0;0;0;0;0;60;0;0;;60
"BOYS SLIDE SPIDER-MAN 3, 28, BLUE RED";;B1SM03Z28;;0;0;0;0;0;90;0;0;;90
"BOYS SLIDE SPIDER-MAN 3, 29, BLUE RED";;B1SM03Z29;;0;0;0;0;0;60;0;0;;60
"BOYS SLIDE SPIDER-MAN 3, 30, BLUE RED";;B1SM03Z30;;0;0;0;0;0;60;0;0;;60
"BOYS SLIDE SPIDER-MAN 3, 31, BLUE RED";;B1SM03Z31;;0;0;0;0;0;90;0;0;;90
"BOYS STRIPE 1, 29, BLACK TURQUOISE";;B1SP01Z29;;0;0;0;0;0;0;0;0;;0
;;M1KZ29SP1;;0;0;0;0;0;0;0;0;;0
;;M5KSP01Z29;;0;0;0;0;0;0;0;0;;0
"BOYS STRIPE 1, 29/30, BLACK TURQUOISE";;SJ1K03SP1;;0;0;0;0;0;0;0;1;;1
"BOYS STRIPE 1, 30, BLACK TURQUOISE";;B1SP01Z30;;0;0;0;0;0;0;1;0;;1
;;M1KZ30SP1;;0;0;0;0;0;0;0;0;;0
;;M5KSP01Z30;;0;0;0;0;0;0;0;0;;0
"BOYS STRIPE 1, 31, BLACK TURQUOISE";;B1SP01Z31;;0;0;0;0;0;0;6;0;;6
;;M1KZ31SP1;;0;0;0;0;0;0;0;0;;0
;;M5KSP01Z31;;0;0;0;0;0;0;1;0;;1
"BOYS STRIPE 1, 31/32, BLACK TURQUOISE";;SJ1K04SP1;;0;0;0;0;0;0;0;1;;1
"BOYS STRIPE 1, 32, BLACK TURQUOISE";;B1SP01Z32;;0;0;0;0;0;0;6;0;;6
;;M1KZ32SP1;;0;0;0;0;0;0;0;0;;0
;;M5KSP01Z32;;0;0;0;0;0;0;0;0;;0
"BOYS STRIPE 1, 33, BLACK TURQUOISE";;B1SP01Z33;;0;0;0;0;0;0;2;0;;2
;;M1KZ33SP1;;0;0;0;0;0;0;0;0;;0
;;M5KSP01Z33;;0;0;0;0;0;0;0;0;;0
"BOYS STRIPE 1, 33/34, BLACK TURQUOISE";;SJ1K05SP1;;0;0;0;0;0;0;0;4;;4
"BOYS STRIPE 1, 34, BLACK TURQUOISE";;B1SP01Z34;;0;0;0;0;0;0;0;0;;0
;;M1KZ34SP1;;0;0;0;0;0;0;0;0;;0
;;M5KSP01Z34;;0;0;0;0;0;0;0;0;;0
"BOYS STRIPE 1, 35/36, BLACK TURQUOISE";;SJ1K06SP1;;0;0;0;0;0;0;0;0;;0
"BOYS STRIPE 2, 29, NAVY RED";;B1SP02Z29;;0;0;0;0;0;0;0;0;;0
;;M5KSP02Z29;;0;0;0;0;0;0;0;0;;0
"BOYS STRIPE 2, 29/30, NAVY RED";;SJ1K03SP2;;0;0;0;0;0;0;0;0;;0
"BOYS STRIPE 2, 30, NAVY RED";;B1SP02Z30;;0;0;0;2;0;0;0;0;;2
;;M5KSP02Z30;;0;0;0;0;0;0;3;0;;3
"BOYS STRIPE 2, 31, NAVY RED";;B1SP02Z31;;0;0;0;17;0;0;5;0;;22
;;M5KSP02Z31;;0;0;0;0;0;0;4;0;;4
