;;CV MAKMUR BESAR BERSAMA;;;;;;;;
;;Kuantitas Barang per Gudang;;;;;;;;
;;Per Tgl. 19 Jan 2026;;;;;;;;
;;"Cabang : Kantor Pusat, Baby, Bali Area, Jakarta, Jawa Timur, Lombok NTT, NTT, Online, Papua, Gudang : Warehouse Jakarta, Ware ...";;;;;;;;
Nama Barang;;;Kode Barang;Warehouse Bali Gatsu - Box;Warehouse Bali Gatsu - Protolan;Warehouse Jakarta;Warehouse Pusat;Warehouse Pusat Reject;Total Nama Gudang;
;;;Total Kode Barang;"-9,";"0,";"-1,";"-9,";"0,";"-19,";
"MEN BLACK SERIES 6, 40, STONE BLUE";;;M1BL06Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV206Z40;"-18,";"-1,";"-2,";"-18,";"0,";"-39,";
;;;Total Kode Barang;"-18,";"-1,";"-2,";"-18,";"0,";"-39,";
"MEN BLACK SERIES 6, 41, STONE BLUE";;;M1BL06Z41;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV206Z41;"-18,";"0,";"-2,";"-18,";"0,";"-38,";
;;;Total Kode Barang;"-18,";"0,";"-2,";"-18,";"0,";"-38,";
"MEN BLACK SERIES 6, 42, STONE BLUE";;;M1BL06Z42;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV206Z42;"-27,";"-1,";"-3,";"-27,";"0,";"-58,";
;;;Total Kode Barang;"-27,";"-1,";"-3,";"-27,";"0,";"-58,";
"MEN BLACK SERIES 6, 43, STONE BLUE";;;M1BL06Z43;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV206Z43;"-18,";"0,";"-2,";"-18,";"0,";"-38,";
;;;Total Kode Barang;"-18,";"0,";"-2,";"-18,";"0,";"-38,";
"MEN BLACK SERIES 6, 44, STONE BLUE";;;M1BL06Z44;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV206Z44;"-18,";"0,";"-2,";"-18,";"0,";"-38,";
;;;Total Kode Barang;"-18,";"0,";"-2,";"-18,";"0,";"-38,";
"MEN BLACK SERIES 7, 39, TURQUOISE";;;M1BL07Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN BLACK SERIES 7, 40, TURQUOISE";;;M1BL07Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLACK7Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN BLACK SERIES 7, 41, TURQUOISE";;;M1BLACK7Z41;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN BLACK SERIES 8, 39, NAVY";;;M1BL08Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV108Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV208Z39;"-4,";"0,";"-2,";"-5,";"0,";"-11,";
;;;Total Kode Barang;"-4,";"0,";"-2,";"-5,";"0,";"-11,";
"MEN BLACK SERIES 8, 40, NAVY";;;M1BL08Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV108Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV208Z40;"-8,";"0,";"-4,";"-10,";"0,";"-22,";
;;;Total Kode Barang;"-8,";"0,";"-4,";"-10,";"0,";"-22,";
"MEN BLACK SERIES 8, 41, NAVY";;;M1BL08Z41;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV108Z41;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV208Z41;"-8,";"0,";"-4,";"-10,";"0,";"-22,";
;;;Total Kode Barang;"-8,";"0,";"-4,";"-10,";"0,";"-22,";
"MEN BLACK SERIES 8, 42, NAVY";;;M1BL08Z42;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV108Z42;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV208Z42;"-12,";"0,";"-6,";"-15,";"0,";"-33,";
;;;Total Kode Barang;"-12,";"0,";"-6,";"-15,";"0,";"-33,";
"MEN BLACK SERIES 8, 43, NAVY";;;M1BL08Z43;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV108Z43;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV208Z43;"-8,";"0,";"-4,";"-10,";"0,";"-22,";
;;;Total Kode Barang;"-8,";"0,";"-4,";"-10,";"0,";"-22,";
"MEN BLACK SERIES 8, 44, NAVY";;;M1BL08Z44;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV108Z44;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV208Z44;"-8,";"0,";"-4,";"-10,";"0,";"-22,";
;;;Total Kode Barang;"-8,";"0,";"-4,";"-10,";"0,";"-22,";
"MEN BLACK SERIES 9, 39, ARMY";;;M1BLV109Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV209Z39;"0,";"0,";"-2,";"0,";"0,";"-2,";
;;;Total Kode Barang;"0,";"0,";"-2,";"0,";"0,";"-2,";
"MEN BLACK SERIES 9, 40, ARMY";;;M1BLV109Z40;"0,";"0,";"0,";"-4,";"0,";"-4,";
;;;M1BLV209Z40;"0,";"0,";"-4,";"0,";"0,";"-4,";
;;;Total Kode Barang;"0,";"0,";"-4,";"-4,";"0,";"-8,";
"MEN BLACK SERIES 9, 41, ARMY";;;M1BLV109Z41;"0,";"0,";"0,";"-3,";"0,";"-3,";
;;;M1BLV209Z41;"0,";"0,";"-4,";"0,";"0,";"-4,";
;;;Total Kode Barang;"0,";"0,";"-4,";"-3,";"0,";"-7,";
"MEN BLACK SERIES 9, 42, ARMY";;;M1BLV109Z42;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV209Z42;"0,";"0,";"-6,";"0,";"0,";"-6,";
;;;Total Kode Barang;"0,";"0,";"-6,";"0,";"0,";"-6,";
"MEN BLACK SERIES 9, 43, ARMY";;;M1BLV109Z43;"0,";"0,";"0,";"-2,";"0,";"-2,";
;;;M1BLV209Z43;"0,";"0,";"-4,";"0,";"0,";"-4,";
;;;Total Kode Barang;"0,";"0,";"-4,";"-2,";"0,";"-6,";
"MEN BLACK SERIES 9, 44, ARMY";;;M1BLV109Z44;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1BLV209Z44;"0,";"0,";"-4,";"0,";"0,";"-4,";
;;;Total Kode Barang;"0,";"0,";"-4,";"0,";"0,";"-4,";
"MEN CLASSIC 1, 39, JET BLACK";;;M1AZ39CA1;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CA01Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV101Z39;"0,";"0,";"0,";"-4,";"0,";"-4,";
;;;M1CAV201Z39;"0,";"0,";"-1,";"0,";"0,";"-1,";
;;;Total Kode Barang;"0,";"0,";"-1,";"-4,";"0,";"-5,";
"MEN CLASSIC 1, 40, JET BLACK";;;M1CA01Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV101Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV201Z40;"0,";"0,";"-2,";"0,";"0,";"-2,";
;;;Total Kode Barang;"0,";"0,";"-2,";"0,";"0,";"-2,";
"MEN CLASSIC 1, 41, JET BLACK";;;M1AZ41CA1;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CA01Z41;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV101Z41;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV201Z41;"0,";"0,";"-2,";"0,";"0,";"-2,";
;;;Total Kode Barang;"0,";"0,";"-2,";"0,";"0,";"-2,";
"MEN CLASSIC 1, 42, JET BLACK";;;M1CA01Z42;"0,";"0,";"0,";"-7,";"0,";"-7,";
;;;M1CAV101Z42;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV201Z42;"0,";"0,";"-3,";"0,";"0,";"-3,";
;;;Total Kode Barang;"0,";"0,";"-3,";"-7,";"0,";"-10,";
"MEN CLASSIC 1, 43, JET BLACK";;;M1AZ43CA1;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV101Z43;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV201Z43;"0,";"0,";"-2,";"0,";"0,";"-2,";
;;;Total Kode Barang;"0,";"0,";"-2,";"0,";"0,";"-2,";
"MEN CLASSIC 1, 44, JET BLACK";;;M1CAV101Z44;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV201Z44;"0,";"0,";"-2,";"0,";"0,";"-2,";
;;;Total Kode Barang;"0,";"0,";"-2,";"0,";"0,";"-2,";
"MEN CLASSIC 23, 39, NAVY BLACK";;;M1CAV123Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV223Z39;"-2,";"0,";"0,";"0,";"0,";"-2,";
;;;Total Kode Barang;"-2,";"0,";"0,";"0,";"0,";"-2,";
"MEN CLASSIC 23, 40, NAVY BLACK";;;M1CA23Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV123Z40;"0,";"0,";"0,";"-3,";"0,";"-3,";
;;;M1CAV223Z40;"-4,";"0,";"0,";"0,";"0,";"-4,";
;;;Total Kode Barang;"-4,";"0,";"0,";"-3,";"0,";"-7,";
"MEN CLASSIC 23, 41, NAVY BLACK";;;M1CA23Z41;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV123Z41;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV223Z41;"-4,";"0,";"0,";"0,";"0,";"-4,";
;;;Total Kode Barang;"-4,";"0,";"0,";"0,";"0,";"-4,";
"MEN CLASSIC 23, 42, NAVY BLACK";;;M1CAV123Z42;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV223Z42;"-6,";"0,";"0,";"0,";"0,";"-6,";
;;;Total Kode Barang;"-6,";"0,";"0,";"0,";"0,";"-6,";
"MEN CLASSIC 23, 43, NAVY BLACK";;;M1CAV123Z43;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV223Z43;"-4,";"0,";"0,";"0,";"0,";"-4,";
;;;Total Kode Barang;"-4,";"0,";"0,";"0,";"0,";"-4,";
"MEN CLASSIC 23, 44, NAVY BLACK";;;M1CAV123Z44;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV223Z44;"-4,";"0,";"0,";"0,";"0,";"-4,";
;;;Total Kode Barang;"-4,";"0,";"0,";"0,";"0,";"-4,";
"MEN CLASSIC 24, 39, NAVY GREY";;;M1CA24Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV124Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV224Z39;"-3,";"0,";"-2,";"-8,";"0,";"-13,";
;;;Total Kode Barang;"-3,";"0,";"-2,";"-8,";"0,";"-13,";
"MEN CLASSIC 24, 40, NAVY GREY";;;M1CA24Z40;"0,";"0,";"0,";"-3,";"0,";"-3,";
;;;M1CAV124Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV224Z40;"-6,";"0,";"-4,";"-16,";"0,";"-26,";
;;;Total Kode Barang;"-6,";"0,";"-4,";"-19,";"0,";"-29,";
"MEN CLASSIC 24, 41, NAVY GREY";;;M1CA24Z41;"0,";"0,";"0,";"-4,";"0,";"-4,";
;;;M1CAV124Z41;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV224Z41;"-6,";"0,";"-4,";"-16,";"0,";"-26,";
;;;Total Kode Barang;"-6,";"0,";"-4,";"-20,";"0,";"-30,";
"MEN CLASSIC 24, 42, NAVY GREY";;;M1CA24Z42;"0,";"0,";"0,";"-4,";"0,";"-4,";
;;;M1CAV124Z42;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV224Z42;"-9,";"0,";"-6,";"-24,";"0,";"-39,";
;;;Total Kode Barang;"-9,";"0,";"-6,";"-28,";"0,";"-43,";
"MEN CLASSIC 24, 43, NAVY GREY";;;M1CA24Z43;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV124Z43;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV224Z43;"-6,";"0,";"-4,";"-16,";"0,";"-26,";
;;;Total Kode Barang;"-6,";"0,";"-4,";"-16,";"0,";"-26,";
"MEN CLASSIC 24, 44, NAVY GREY";;;M1CAV124Z44;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV224Z44;"-6,";"0,";"-4,";"-16,";"0,";"-26,";
;;;Total Kode Barang;"-6,";"0,";"-4,";"-16,";"0,";"-26,";
"MEN CLASSIC 27, 39, GREY GREY";;;M1CA27Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV227Z39;"-2,";"0,";"0,";"-16,";"0,";"-18,";
;;;Total Kode Barang;"-2,";"0,";"0,";"-16,";"0,";"-18,";
"MEN CLASSIC 27, 40, GREY GREY";;;M1CA27Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV227Z40;"-4,";"0,";"0,";"-32,";"0,";"-36,";
;;;Total Kode Barang;"-4,";"0,";"0,";"-32,";"0,";"-36,";
"MEN CLASSIC 27, 41, GREY GREY";;;M1CA27Z41;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV227Z41;"-4,";"0,";"0,";"-32,";"0,";"-36,";
;;;Total Kode Barang;"-4,";"0,";"0,";"-32,";"0,";"-36,";
"MEN CLASSIC 27, 42, GREY GREY";;;M1CA27Z42;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV227Z42;"-6,";"0,";"0,";"-48,";"0,";"-54,";
;;;Total Kode Barang;"-6,";"0,";"0,";"-48,";"0,";"-54,";
"MEN CLASSIC 27, 43, GREY GREY";;;M1CA27Z43;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV227Z43;"-4,";"0,";"0,";"-32,";"0,";"-36,";
;;;Total Kode Barang;"-4,";"0,";"0,";"-32,";"0,";"-36,";
"MEN CLASSIC 27, 44, GREY GREY";;;M1CA27Z44;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV227Z44;"-4,";"0,";"0,";"-32,";"0,";"-36,";
;;;Total Kode Barang;"-4,";"0,";"0,";"-32,";"0,";"-36,";
"MEN CLASSIC 30, 39, BROWN BLACK";;;M1CAV130Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV230Z39;"-4,";"0,";"0,";"-6,";"0,";"-10,";
;;;Total Kode Barang;"-4,";"0,";"0,";"-6,";"0,";"-10,";
"MEN CLASSIC 30, 40, BROWN BLACK";;;M1CAV130Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV230Z40;"-8,";"0,";"0,";"-12,";"0,";"-20,";
;;;Total Kode Barang;"-8,";"0,";"0,";"-12,";"0,";"-20,";
"MEN CLASSIC 30, 41, BROWN BLACK";;;M1CA30Z41;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV130Z41;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV230Z41;"-8,";"0,";"0,";"-12,";"0,";"-20,";
;;;Total Kode Barang;"-8,";"0,";"0,";"-12,";"0,";"-20,";
"MEN CLASSIC 30, 42, BROWN BLACK";;;M1CAV130Z42;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV230Z42;"-12,";"0,";"0,";"-18,";"0,";"-30,";
;;;Total Kode Barang;"-12,";"0,";"0,";"-18,";"0,";"-30,";
"MEN CLASSIC 30, 43, BROWN BLACK";;;M1CAV130Z43;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV230Z43;"-8,";"0,";"0,";"-12,";"0,";"-20,";
;;;Total Kode Barang;"-8,";"0,";"0,";"-12,";"0,";"-20,";
"MEN CLASSIC 30, 44, BROWN BLACK";;;M1CAV130Z44;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV230Z44;"-8,";"0,";"0,";"-12,";"0,";"-20,";
;;;Total Kode Barang;"-8,";"0,";"0,";"-12,";"0,";"-20,";
"MEN CLASSIC 31, 39, BLACK TURQUOISE";;;M1CA31Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV131Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV231Z39;"-6,";"0,";"0,";"-14,";"0,";"-20,";
;;;Total Kode Barang;"-6,";"0,";"0,";"-14,";"0,";"-20,";
"MEN CLASSIC 31, 40, BLACK TURQUOISE";;;M1CA31Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV131Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV231Z40;"-12,";"0,";"0,";"-28,";"0,";"-40,";
;;;Total Kode Barang;"-12,";"0,";"0,";"-28,";"0,";"-40,";
"MEN CLASSIC 31, 41, BLACK TURQUOISE";;;M1CA31Z41;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV131Z41;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV231Z41;"-12,";"0,";"0,";"-28,";"0,";"-40,";
;;;Total Kode Barang;"-12,";"0,";"0,";"-28,";"0,";"-40,";
"MEN CLASSIC 31, 42, BLACK TURQUOISE";;;M1CA31Z42;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV131Z42;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV231Z42;"-18,";"0,";"0,";"-42,";"0,";"-60,";
;;;Total Kode Barang;"-18,";"0,";"0,";"-42,";"0,";"-60,";
"MEN CLASSIC 31, 43, BLACK TURQUOISE";;;M1CA31Z43;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV131Z43;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV231Z43;"-12,";"0,";"0,";"-28,";"0,";"-40,";
;;;Total Kode Barang;"-12,";"0,";"0,";"-28,";"0,";"-40,";
"MEN CLASSIC 31, 44, BLACK TURQUOISE";;;M1CA31Z44;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV131Z44;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV231Z44;"-12,";"0,";"0,";"-28,";"0,";"-40,";
;;;Total Kode Barang;"-12,";"0,";"0,";"-28,";"0,";"-40,";
"MEN CLASSIC 32, 39, BLACK STONE";;;M1CA32Z39;"0,";"0,";"0,";"-2,";"0,";"-2,";
;;;M1CAV132Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV232Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"-2,";"0,";"-2,";
"MEN CLASSIC 32, 40, BLACK STONE";;;M1CA32Z40;"0,";"0,";"0,";"-5,";"0,";"-5,";
;;;M1CAV132Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV232Z40;"0,";"-1,";"0,";"0,";"0,";"-1,";
;;;Total Kode Barang;"0,";"-1,";"0,";"-5,";"0,";"-6,";
"MEN CLASSIC 32, 41, BLACK STONE";;;M1CA32Z41;"0,";"0,";"0,";"-4,";"0,";"-4,";
;;;M1CAV132Z41;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV232Z41;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"-4,";"0,";"-4,";
"MEN CLASSIC 32, 42, BLACK STONE";;;M1CA32Z42;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV132Z42;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV232Z42;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN CLASSIC 32, 43, BLACK STONE";;;M1CAV132Z43;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV232Z43;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN CLASSIC 32, 44, BLACK STONE";;;M1CAV132Z44;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1CAV232Z44;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN CLASSIC EARTH 33, 39, MOCHA";;;M1CAV233Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN CLASSIC EARTH 33, 40, MOCHA";;;M1CAV233Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN CLASSIC EARTH 33, 41, MOCHA";;;M1CAV233Z41;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN CLASSIC EARTH 33, 42, MOCHA";;;M1CAV233Z42;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN CLASSIC EARTH 33, 43, MOCHA";;;M1CAV233Z43;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN CLASSIC EARTH 33, 44, MOCHA";;;M1CAV233Z44;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN CLASSIC EARTH 34, 41, DARK GREEN";;;M1CA34Z41;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN CLASSIC EARTH 35, 39, MACCHIATO";;;M1CA35Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN CLASSIC EARTH 35, 40, MACCHIATO";;;M1CA35Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN CLASSIC EARTH 35, 41, MACCHIATO";;;M1CA35Z41;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN CLASSIC EARTH 35, 42, MACCHIATO";;;M1CA35Z42;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN CLASSIC EARTH 35, 43, MACCHIATO";;;M1CA35Z43;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN CLASSIC EARTH 36, 39, OLIVE";;;M1CAV236Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN CLASSIC EARTH 36, 40, OLIVE";;;M1CAV236Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN CLASSIC EARTH 36, 41, OLIVE";;;M1CAV236Z41;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN CLASSIC EARTH 36, 42, OLIVE";;;M1CAV236Z42;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN CLASSIC EARTH 36, 43, OLIVE";;;M1CAV236Z43;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN CLASSIC EARTH 36, 44, OLIVE";;;M1CAV236Z44;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN DALLAS 1, 40, JET BLACK";;;M1DLV101Z40;"-6,";"-3,";"-2,";"-12,";"0,";"-23,";
;;;Total Kode Barang;"-6,";"-3,";"-2,";"-12,";"0,";"-23,";
"MEN DALLAS 1, 41, JET BLACK";;;M1DLV101Z41;"-9,";"-3,";"-3,";"-18,";"0,";"-33,";
;;;Total Kode Barang;"-9,";"-3,";"-3,";"-18,";"0,";"-33,";
"MEN DALLAS 1, 42, JET BLACK";;;M1DLV101Z42;"-9,";"-1,";"-3,";"-18,";"0,";"-31,";
;;;Total Kode Barang;"-9,";"-1,";"-3,";"-18,";"0,";"-31,";
"MEN DALLAS 1, 43, JET BLACK";;;M1DLV101Z43;"-6,";"-1,";"-2,";"-12,";"0,";"-21,";
;;;Total Kode Barang;"-6,";"-1,";"-2,";"-12,";"0,";"-21,";
"MEN DALLAS 1, 44, JET BLACK";;;M1DLV101Z44;"-6,";"0,";"-2,";"-12,";"0,";"-20,";
;;;Total Kode Barang;"-6,";"0,";"-2,";"-12,";"0,";"-20,";
"MEN DALLAS 3, 40, GREY";;;M1DL03Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1DLV103Z40;"0,";"0,";"0,";"-6,";"0,";"-6,";
;;;Total Kode Barang;"0,";"0,";"0,";"-6,";"0,";"-6,";
"MEN DALLAS 3, 41, GREY";;;M1DL03Z41;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1DLV103Z41;"0,";"0,";"0,";"-9,";"0,";"-9,";
;;;Total Kode Barang;"0,";"0,";"0,";"-9,";"0,";"-9,";
"MEN DALLAS 3, 42, GREY";;;M1DL03Z42;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1DLV103Z42;"0,";"0,";"0,";"-9,";"0,";"-9,";
;;;Total Kode Barang;"0,";"0,";"0,";"-9,";"0,";"-9,";
"MEN DALLAS 3, 43, GREY";;;M1DL03Z43;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1DLV103Z43;"0,";"0,";"0,";"-6,";"0,";"-6,";
;;;Total Kode Barang;"0,";"0,";"0,";"-6,";"0,";"-6,";
"MEN DALLAS 3, 44, GREY";;;M1DLV103Z44;"0,";"0,";"0,";"-6,";"0,";"-6,";
;;;Total Kode Barang;"0,";"0,";"0,";"-6,";"0,";"-6,";
"MEN DALLAS 5, 40, ALMOND";;;M1DLV105Z40;"0,";"0,";"0,";"-6,";"0,";"-6,";
;;;Total Kode Barang;"0,";"0,";"0,";"-6,";"0,";"-6,";
"MEN DALLAS 5, 41, ALMOND";;;M1DL05Z41;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1DLV105Z41;"0,";"0,";"0,";"-9,";"0,";"-9,";
;;;Total Kode Barang;"0,";"0,";"0,";"-9,";"0,";"-9,";
"MEN DALLAS 5, 42, ALMOND";;;M1DL05Z42;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1DLV105Z42;"0,";"0,";"0,";"-9,";"0,";"-9,";
;;;Total Kode Barang;"0,";"0,";"0,";"-9,";"0,";"-9,";
"MEN DALLAS 5, 43, ALMOND";;;M1DL05Z43;"0,";"0,";"0,";"0,";"0,";"0,";
;;;M1DLV105Z43;"0,";"0,";"0,";"-6,";"0,";"-6,";
;;;Total Kode Barang;"0,";"0,";"0,";"-6,";"0,";"-6,";
"MEN DALLAS 5, 44, ALMOND";;;M1DLV105Z44;"0,";"0,";"0,";"-6,";"0,";"-6,";
;;;Total Kode Barang;"0,";"0,";"0,";"-6,";"0,";"-6,";
"MEN LUCA 1, 40, BLACK";;;M1LCV101Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;MN1LCV101Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"MEN LUCA 1, 41, BLACK";;;M1LCV101Z41;"0,";"0,";"0,";"0,";"0,";"0,";
;;;MN1LCV101Z41;"0,";"0,";"0,";"0,";"0,";"0,";
