;;CV MAKMUR BESAR BERSAMA;;;;;;;;
;;Kuantitas Barang per Gudang;;;;;;;;
;;Per Tgl. 19 Jan 2026;;;;;;;;
;;"Cabang : Kantor Pusat, Baby, Bali Area, Jakarta, Jawa Timur, Lombok NTT, NTT, Online, Papua, Gudang : Warehouse Jakarta, Ware ...";;;;;;;;
Nama Barang;;;Kode Barang;Warehouse Bali Gatsu - Box;Warehouse Bali Gatsu - Protolan;Warehouse Jakarta;Warehouse Pusat;Warehouse Pusat Reject;Total Nama Gudang;
"LADIES CLASSIC METALIC 3, 39, BALLET ROSE";;;L1CM03Z39;"0,";"0,";"0,";"-3,";"0,";"-3,";
;;;L1CMV103Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CMV203Z39;"-8,";"0,";"0,";"-24,";"0,";"-32,";
;;;Total Kode Barang;"-8,";"0,";"0,";"-27,";"0,";"-35,";
"LADIES CLASSIC METALIC 3, 40, BALLET ROSE";;;L1CMV103Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CMV203Z40;"-4,";"0,";"0,";"-12,";"0,";"-16,";
;;;Total Kode Barang;"-4,";"0,";"0,";"-12,";"0,";"-16,";
"LADIES CLASSIC METALIC 3, 41, BALLET ROSE";;;L1CMV103Z41;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CMV203Z41;"-2,";"0,";"0,";"-6,";"0,";"-8,";
;;;Total Kode Barang;"-2,";"0,";"0,";"-6,";"0,";"-8,";
"LADIES CLASSIC METALIC 4, 36, GINGER SNAP";;;L1CMV104Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CMV204Z36;"-5,";"0,";"-2,";"-14,";"0,";"-21,";
;;;Total Kode Barang;"-5,";"0,";"-2,";"-14,";"0,";"-21,";
"LADIES CLASSIC METALIC 4, 37, GINGER SNAP";;;L1CMV104Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CMV204Z37;"-5,";"0,";"-2,";"-14,";"0,";"-21,";
;;;Total Kode Barang;"-5,";"0,";"-2,";"-14,";"0,";"-21,";
"LADIES CLASSIC METALIC 4, 38, GINGER SNAP";;;L1CMV104Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CMV204Z38;"-15,";"0,";"-6,";"-42,";"0,";"-63,";
;;;Total Kode Barang;"-15,";"0,";"-6,";"-42,";"0,";"-63,";
"LADIES CLASSIC METALIC 4, 39, GINGER SNAP";;;L1CMV104Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CMV204Z39;"-20,";"0,";"-8,";"-56,";"0,";"-84,";
;;;Total Kode Barang;"-20,";"0,";"-8,";"-56,";"0,";"-84,";
"LADIES CLASSIC METALIC 4, 40, GINGER SNAP";;;L1CMV104Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CMV204Z40;"-10,";"0,";"-4,";"-28,";"0,";"-42,";
;;;Total Kode Barang;"-10,";"0,";"-4,";"-28,";"0,";"-42,";
"LADIES CLASSIC METALIC 4, 41, GINGER SNAP";;;L1CMV104Z41;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1CMV204Z41;"-5,";"0,";"-2,";"-14,";"0,";"-21,";
;;;Total Kode Barang;"-5,";"0,";"-2,";"-14,";"0,";"-21,";
"LADIES CLASSIC METALIC 6, 36, WINE";;;L1CMV206Z36;"-5,";"0,";"0,";"-16,";"0,";"-21,";
;;;Total Kode Barang;"-5,";"0,";"0,";"-16,";"0,";"-21,";
"LADIES CLASSIC METALIC 6, 37, WINE";;;L1CMV206Z37;"-5,";"0,";"0,";"-16,";"0,";"-21,";
;;;Total Kode Barang;"-5,";"0,";"0,";"-16,";"0,";"-21,";
"LADIES CLASSIC METALIC 6, 38, WINE";;;L1CMV206Z38;"-15,";"0,";"0,";"-48,";"0,";"-63,";
;;;Total Kode Barang;"-15,";"0,";"0,";"-48,";"0,";"-63,";
"LADIES CLASSIC METALIC 6, 39, WINE";;;L1CMV206Z39;"-20,";"0,";"0,";"-64,";"0,";"-84,";
;;;Total Kode Barang;"-20,";"0,";"0,";"-64,";"0,";"-84,";
"LADIES CLASSIC METALIC 6, 40, WINE";;;L1CMV206Z40;"-10,";"0,";"0,";"-32,";"0,";"-42,";
;;;Total Kode Barang;"-10,";"0,";"0,";"-32,";"0,";"-42,";
"LADIES CLASSIC METALIC 6, 41, WINE";;;L1CMV206Z41;"-5,";"0,";"0,";"-16,";"0,";"-21,";
;;;Total Kode Barang;"-5,";"0,";"0,";"-16,";"0,";"-21,";
"LADIES CLASSIC METALIC 7, 36, OLIVE";;;L1CMV207Z36;"-4,";"0,";"-2,";"-10,";"0,";"-16,";
;;;Total Kode Barang;"-4,";"0,";"-2,";"-10,";"0,";"-16,";
"LADIES CLASSIC METALIC 7, 37, OLIVE";;;L1CMV207Z37;"-4,";"0,";"-2,";"-10,";"0,";"-16,";
;;;Total Kode Barang;"-4,";"0,";"-2,";"-10,";"0,";"-16,";
"LADIES CLASSIC METALIC 7, 38, OLIVE";;;L1CMV207Z38;"-12,";"0,";"-6,";"-30,";"0,";"-48,";
;;;Total Kode Barang;"-12,";"0,";"-6,";"-30,";"0,";"-48,";
"LADIES CLASSIC METALIC 7, 39, OLIVE";;;L1CMV207Z39;"-16,";"0,";"-8,";"-40,";"0,";"-64,";
;;;Total Kode Barang;"-16,";"0,";"-8,";"-40,";"0,";"-64,";
"LADIES CLASSIC METALIC 7, 40, OLIVE";;;L1CMV207Z40;"-8,";"0,";"-4,";"-20,";"0,";"-32,";
;;;Total Kode Barang;"-8,";"0,";"-4,";"-20,";"0,";"-32,";
"LADIES CLASSIC METALIC 7, 41, OLIVE";;;L1CMV207Z41;"-4,";"0,";"-2,";"-10,";"0,";"-16,";
;;;Total Kode Barang;"-4,";"0,";"-2,";"-10,";"0,";"-16,";
"LADIES CLASSIC METALIC 8, 36, MOCCHA MOUSE";;;L1CMV208Z36;"-3,";"0,";"0,";"-4,";"0,";"-7,";
;;;Total Kode Barang;"-3,";"0,";"0,";"-4,";"0,";"-7,";
"LADIES CLASSIC METALIC 8, 37, MOCCHA MOUSE";;;L1CMV208Z37;"-3,";"0,";"0,";"-4,";"0,";"-7,";
;;;Total Kode Barang;"-3,";"0,";"0,";"-4,";"0,";"-7,";
"LADIES CLASSIC METALIC 8, 38, MOCCHA MOUSE";;;L1CMV208Z38;"-9,";"0,";"0,";"-12,";"0,";"-21,";
;;;Total Kode Barang;"-9,";"0,";"0,";"-12,";"0,";"-21,";
"LADIES CLASSIC METALIC 8, 39, MOCCHA MOUSE";;;L1CMV208Z39;"-12,";"0,";"0,";"-16,";"0,";"-28,";
;;;Total Kode Barang;"-12,";"0,";"0,";"-16,";"0,";"-28,";
"LADIES CLASSIC METALIC 8, 40, MOCCHA MOUSE";;;L1CMV208Z40;"-6,";"0,";"0,";"-8,";"0,";"-14,";
;;;Total Kode Barang;"-6,";"0,";"0,";"-8,";"0,";"-14,";
"LADIES CLASSIC METALIC 8, 41, MOCCHA MOUSE";;;L1CMV208Z41;"-3,";"0,";"0,";"-4,";"0,";"-7,";
;;;Total Kode Barang;"-3,";"0,";"0,";"-4,";"0,";"-7,";
"LADIES CLASSIC METALIC 9, 36, PURPLE";;;L1CMV209Z36;"-2,";"0,";"0,";"-4,";"0,";"-6,";
;;;Total Kode Barang;"-2,";"0,";"0,";"-4,";"0,";"-6,";
"LADIES CLASSIC METALIC 9, 37, PURPLE";;;L1CMV209Z37;"-2,";"0,";"0,";"-4,";"0,";"-6,";
;;;Total Kode Barang;"-2,";"0,";"0,";"-4,";"0,";"-6,";
"LADIES CLASSIC METALIC 9, 38, PURPLE";;;L1CMV209Z38;"-6,";"0,";"0,";"-12,";"0,";"-18,";
;;;Total Kode Barang;"-6,";"0,";"0,";"-12,";"0,";"-18,";
"LADIES CLASSIC METALIC 9, 39, PURPLE";;;L1CMV209Z39;"-8,";"0,";"0,";"-16,";"0,";"-24,";
;;;Total Kode Barang;"-8,";"0,";"0,";"-16,";"0,";"-24,";
"LADIES CLASSIC METALIC 9, 40, PURPLE";;;L1CMV209Z40;"-4,";"0,";"0,";"-8,";"0,";"-12,";
;;;Total Kode Barang;"-4,";"0,";"0,";"-8,";"0,";"-12,";
"LADIES CLASSIC METALIC 9, 41, PURPLE";;;L1CMV209Z41;"-2,";"0,";"0,";"-4,";"0,";"-6,";
;;;Total Kode Barang;"-2,";"0,";"0,";"-4,";"0,";"-6,";
"LADIES CLASSIC PASTEL 3, 39, CANDY PINK";;;L1CP03Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES CLASSIC PASTEL 3, 40, CANDY PINK";;;L1CP03Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES CLASSIC PASTEL 3, 41, CANDY PINK";;;L1CP03Z41;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES CLASSIC PASTEL 4, 36, STEEL BLUE";;;L1CP04Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES CLASSIC PASTEL 4, 37, STEEL BLUE";;;L1CP04Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES CLASSIC PASTEL 4, 38, STEEL BLUE";;;L1CP04Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES CLASSIC PASTEL 4, 39, STEEL BLUE";;;L1CP04Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES CLASSIC PASTEL 4, 40, STEEL BLUE";;;L1CP04Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES CLASSIC PASTEL 4, 41, STEEL BLUE";;;L1CP04Z41;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES ELSA 10, 36, SILVER NAVY";;;E3EA10Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1EAV110Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1EAV210Z36;"-2,";"0,";"0,";"-10,";"0,";"-12,";
;;;Total Kode Barang;"-2,";"0,";"0,";"-10,";"0,";"-12,";
"LADIES ELSA 10, 37, SILVER NAVY";;;L1EA10Z37;"0,";"0,";"0,";"-2,";"0,";"-2,";
;;;L1EAV110Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1EAV210Z37;"-2,";"0,";"0,";"-10,";"0,";"-12,";
;;;Total Kode Barang;"-2,";"0,";"0,";"-12,";"0,";"-14,";
"LADIES ELSA 10, 38, SILVER NAVY";;;L1EAV110Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1EAV210Z38;"-6,";"0,";"0,";"-30,";"0,";"-36,";
;;;Total Kode Barang;"-6,";"0,";"0,";"-30,";"0,";"-36,";
"LADIES ELSA 10, 39, SILVER NAVY";;;E3EA10Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1EAV110Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1EAV210Z39;"-8,";"0,";"0,";"-40,";"0,";"-48,";
;;;Total Kode Barang;"-8,";"0,";"0,";"-40,";"0,";"-48,";
"LADIES ELSA 10, 40, SILVER NAVY";;;L1EAV110Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1EAV210Z40;"-6,";"0,";"0,";"-30,";"0,";"-36,";
;;;Total Kode Barang;"-6,";"0,";"0,";"-30,";"0,";"-36,";
"LADIES ELSA 11, 36, GINGERSNAP";;;L1EAV111Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1EAV211Z36;"-4,";"0,";"-1,";"-16,";"0,";"-21,";
;;;Total Kode Barang;"-4,";"0,";"-1,";"-16,";"0,";"-21,";
"LADIES ELSA 11, 37, GINGERSNAP";;;L1EA11Z37;"0,";"0,";"0,";"-1,";"0,";"-1,";
;;;L1EAV111Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1EAV211Z37;"-4,";"0,";"-1,";"-16,";"0,";"-21,";
;;;Total Kode Barang;"-4,";"0,";"-1,";"-17,";"0,";"-22,";
"LADIES ELSA 11, 38, GINGERSNAP";;;L1EAV111Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1EAV211Z38;"-12,";"0,";"-3,";"-48,";"0,";"-63,";
;;;Total Kode Barang;"-12,";"0,";"-3,";"-48,";"0,";"-63,";
"LADIES ELSA 11, 39, GINGERSNAP";;;L1EAV111Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1EAV211Z39;"-16,";"0,";"-4,";"-64,";"0,";"-84,";
;;;Total Kode Barang;"-16,";"0,";"-4,";"-64,";"0,";"-84,";
"LADIES ELSA 11, 40, GINGERSNAP";;;L1EAV111Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1EAV211Z40;"-12,";"0,";"-3,";"-48,";"0,";"-63,";
;;;Total Kode Barang;"-12,";"0,";"-3,";"-48,";"0,";"-63,";
"LADIES ELSA 12, 36, BROWINE GOLD";;;L1EA12Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1EAV112Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1EAV212Z36;"-3,";"0,";"-4,";"-19,";"0,";"-26,";
;;;Total Kode Barang;"-3,";"0,";"-4,";"-19,";"0,";"-26,";
"LADIES ELSA 12, 37, BROWINE GOLD";;;L1EA12Z37;"0,";"0,";"0,";"-6,";"0,";"-6,";
;;;L1EAV112Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1EAV212Z37;"-3,";"0,";"-4,";"-19,";"0,";"-26,";
;;;Total Kode Barang;"-3,";"0,";"-4,";"-25,";"0,";"-32,";
"LADIES ELSA 12, 38, BROWINE GOLD";;;L1EA12Z38;"0,";"0,";"0,";"-4,";"0,";"-4,";
;;;L1EAV212Z38;"-9,";"0,";"-12,";"-57,";"0,";"-78,";
;;;Total Kode Barang;"-9,";"0,";"-12,";"-61,";"0,";"-82,";
"LADIES ELSA 12, 39, BROWINE GOLD";;;L1EA12Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1EAV212Z39;"-12,";"0,";"-16,";"-76,";"0,";"-104,";
;;;Total Kode Barang;"-12,";"0,";"-16,";"-76,";"0,";"-104,";
"LADIES ELSA 12, 40, BROWINE GOLD";;;L1EA12Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1EAV212Z40;"-9,";"0,";"-12,";"-57,";"0,";"-78,";
;;;Total Kode Barang;"-9,";"0,";"-12,";"-57,";"0,";"-78,";
"LADIES ELSA 13, 36, CHESTNUT";;;L1EAV213Z36;"-2,";"0,";"-1,";"-7,";"0,";"-10,";
;;;Total Kode Barang;"-2,";"0,";"-1,";"-7,";"0,";"-10,";
"LADIES ELSA 13, 37, CHESTNUT";;;L1EAV213Z37;"-2,";"0,";"-1,";"-7,";"0,";"-10,";
;;;Total Kode Barang;"-2,";"0,";"-1,";"-7,";"0,";"-10,";
"LADIES ELSA 13, 38, CHESTNUT";;;L1EAV213Z38;"-6,";"0,";"-3,";"-21,";"0,";"-30,";
;;;Total Kode Barang;"-6,";"0,";"-3,";"-21,";"0,";"-30,";
"LADIES ELSA 13, 39, CHESTNUT";;;L1EAV213Z39;"-8,";"0,";"-4,";"-28,";"0,";"-40,";
;;;Total Kode Barang;"-8,";"0,";"-4,";"-28,";"0,";"-40,";
"LADIES ELSA 13, 40, CHESTNUT";;;L1EAV213Z40;"-6,";"0,";"-3,";"-21,";"0,";"-30,";
;;;Total Kode Barang;"-6,";"0,";"-3,";"-21,";"0,";"-30,";
"LADIES ELSA 14, 36, TERRACOTA";;;L1EAV214Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES ELSA 14, 37, TERRACOTA";;;L1EAV214Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES ELSA 14, 38, TERRACOTA";;;L1EAV214Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES ELSA 14, 39, TERRACOTA";;;L1EAV214Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES ELSA 14, 40, TERRACOTA";;;L1EAV214Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES ELSA 15, 36, BLUSH";;;L1EAV215Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES ELSA 15, 37, BLUSH";;;L1EAV215Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES ELSA 15, 38, BLUSH";;;L1EAV215Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES ELSA 15, 39, BLUSH";;;L1EAV215Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES ELSA 15, 40, BLUSH";;;L1EAV215Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES ELSA 16, 36, SAND GOLD";;;L1EAV216Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES ELSA 16, 37, SAND GOLD";;;L1EAV216Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES ELSA 16, 38, SAND GOLD";;;L1EAV216Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES ELSA 16, 39, SAND GOLD";;;L1EAV216Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES ELSA 16, 40, SAND GOLD";;;L1EAV216Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES ELSA 17, 36, SKY BLUE";;;L1EAV217Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES ELSA 17, 37, SKY BLUE";;;L1EAV217Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES ELSA 17, 38, SKY BLUE";;;L1EAV217Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES ELSA 17, 39, SKY BLUE";;;L1EAV217Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES ELSA 17, 40, SKY BLUE";;;L1EAV217Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES ELSA 6, 36, JET BLACK";;;L1EA06Z36;"0,";"0,";"0,";"-5,";"0,";"-5,";
;;;L1EAV206Z36;"-2,";"0,";"-1,";"-1,";"0,";"-4,";
;;;Total Kode Barang;"-2,";"0,";"-1,";"-6,";"0,";"-9,";
"LADIES ELSA 6, 37, JET BLACK";;;L1EA06Z37;"0,";"0,";"0,";"-8,";"0,";"-8,";
;;;L1EAV206Z37;"-2,";"0,";"-1,";"-1,";"0,";"-4,";
;;;Total Kode Barang;"-2,";"0,";"-1,";"-9,";"0,";"-12,";
"LADIES ELSA 6, 38, JET BLACK";;;L1EA06Z38;"0,";"0,";"0,";"-4,";"0,";"-4,";
;;;L1EAV206Z38;"-6,";"0,";"-3,";"-3,";"0,";"-12,";
;;;Total Kode Barang;"-6,";"0,";"-3,";"-7,";"0,";"-16,";
"LADIES ELSA 6, 39, JET BLACK";;;E2A06EA6;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1EA06Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1EAV206Z39;"-8,";"0,";"-4,";"-4,";"0,";"-16,";
;;;Total Kode Barang;"-8,";"0,";"-4,";"-4,";"0,";"-16,";
"LADIES ELSA 6, 40, JET BLACK";;;L1EA06Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1EAV206Z40;"-6,";"0,";"-3,";"-3,";"0,";"-12,";
;;;Total Kode Barang;"-6,";"0,";"-3,";"-3,";"0,";"-12,";
"LADIES ELSA 7, 36, BLACK GOLD";;;L1EA07Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1EAV207Z36;"-1,";"0,";"-1,";"0,";"0,";"-2,";
;;;Total Kode Barang;"-1,";"0,";"-1,";"0,";"0,";"-2,";
"LADIES ELSA 7, 37, BLACK GOLD";;;L1EA07Z37;"0,";"0,";"0,";"-3,";"0,";"-3,";
;;;L1EAV207Z37;"-1,";"0,";"-1,";"0,";"0,";"-2,";
;;;Total Kode Barang;"-1,";"0,";"-1,";"-3,";"0,";"-5,";
"LADIES ELSA 7, 38, BLACK GOLD";;;L1EA07Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1EAV207Z38;"-3,";"0,";"-3,";"0,";"0,";"-6,";
;;;Total Kode Barang;"-3,";"0,";"-3,";"0,";"0,";"-6,";
"LADIES ELSA 7, 39, BLACK GOLD";;;L1EA07Z39;"0,";"0,";"0,";"-5,";"0,";"-5,";
;;;L1EAV207Z39;"-4,";"0,";"-4,";"0,";"0,";"-8,";
;;;Total Kode Barang;"-4,";"0,";"-4,";"-5,";"0,";"-13,";
"LADIES ELSA 7, 40, BLACK GOLD";;;L1EA07Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;L1EAV207Z40;"-3,";"0,";"-3,";"0,";"0,";"-6,";
;;;Total Kode Barang;"-3,";"0,";"-3,";"0,";"0,";"-6,";
"LADIES ELSA SURFER GIRL 1, 37, BLACK";;;L1ES01Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES ELSA SURFER GIRL 1, 39, BLACK";;;L1ES01Z39;"0,";"0,";"-2,";"0,";"0,";"-2,";
;;;Total Kode Barang;"0,";"0,";"-2,";"0,";"0,";"-2,";
"LADIES ELSA SURFER GIRL 3, 37, PINK";;;L1ES03Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES ELSA SURFER GIRL 3, 38, PINK";;;L1ES03Z38;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES ELSA SURFER GIRL 3, 39, PINK";;;L1ES03Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES ELSA SURFER GIRL 3, 40, PINK";;;L1ES03Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES ELSA SURFER GIRL 4, 37, OLIVE";;;L1ES04Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES ELSA SURFER GIRL 4, 39, OLIVE";;;L1ES04Z39;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES ELSA SURFER GIRL 4, 40, OLIVE";;;L1ES04Z40;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES FLO 1, 36, BLACK";;;L1FLV101Z36;"0,";"0,";"-1,";"-5,";"0,";"-6,";
;;;Total Kode Barang;"0,";"0,";"-1,";"-5,";"0,";"-6,";
"LADIES FLO 1, 37, BLACK";;;L1FL01Z37;"0,";"-4,";"0,";"0,";"0,";"-4,";
;;;L1FLV101Z37;"0,";"-2,";"-3,";"-15,";"0,";"-20,";
;;;Total Kode Barang;"0,";"-6,";"-3,";"-15,";"0,";"-24,";
"LADIES FLO 1, 38, BLACK";;;L1FLV101Z38;"0,";"-1,";"-3,";"-15,";"0,";"-19,";
;;;Total Kode Barang;"0,";"-1,";"-3,";"-15,";"0,";"-19,";
"LADIES FLO 1, 39, BLACK";;;L1FLV101Z39;"0,";"-1,";"-3,";"-15,";"0,";"-19,";
;;;Total Kode Barang;"0,";"-1,";"-3,";"-15,";"0,";"-19,";
"LADIES FLO 1, 40, BLACK";;;L1FL01Z40;"0,";"0,";"-1,";"0,";"0,";"-1,";
;;;L1FLV101Z40;"0,";"-1,";"-2,";"-10,";"0,";"-13,";
;;;Total Kode Barang;"0,";"-1,";"-3,";"-10,";"0,";"-14,";
"LADIES FLO 3, 36, LIGHT BROWN";;;L1FLV103Z36;"-1,";"0,";"-1,";"-3,";"0,";"-5,";
;;;Total Kode Barang;"-1,";"0,";"-1,";"-3,";"0,";"-5,";
"LADIES FLO 3, 37, LIGHT BROWN";;;L1FLV103Z37;"-3,";"-1,";"-3,";"-9,";"0,";"-16,";
;;;Total Kode Barang;"-3,";"-1,";"-3,";"-9,";"0,";"-16,";
"LADIES FLO 3, 38, LIGHT BROWN";;;L1FL03Z38;"0,";"-3,";"0,";"0,";"0,";"-3,";
;;;L1FLV103Z38;"-3,";"0,";"-3,";"-9,";"0,";"-15,";
;;;Total Kode Barang;"-3,";"-3,";"-3,";"-9,";"0,";"-18,";
"LADIES FLO 3, 39, LIGHT BROWN";;;L1FLV103Z39;"-3,";"0,";"-3,";"-9,";"0,";"-15,";
;;;Total Kode Barang;"-3,";"0,";"-3,";"-9,";"0,";"-15,";
"LADIES FLO 3, 40, LIGHT BROWN";;;L1FLV103Z40;"-2,";"-1,";"-2,";"-6,";"0,";"-11,";
;;;Total Kode Barang;"-2,";"-1,";"-2,";"-6,";"0,";"-11,";
"LADIES FLO 5, 36, WHITE";;;L1FL05Z36;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES FLO 5, 37, WHITE";;;L1FL05Z37;"0,";"0,";"0,";"0,";"0,";"0,";
;;;Total Kode Barang;"0,";"0,";"0,";"0,";"0,";"0,";
"LADIES FLO 5, 38, WHITE";;;L1FL05Z38;"0,";"1,";"0,";"0,";"0,";"1,";
;;;Total Kode Barang;"0,";"1,";"0,";"0,";"0,";"1,";
"LADIES FLO 5, 39, WHITE";;;L1FL05Z39;"0,";"1,";"0,";"0,";"0,";"1,";
;;;Total Kode Barang;"0,";"1,";"0,";"0,";"0,";"1,";
"LADIES FLO 5, 40, WHITE";;;L1FL05Z40;"0,";"0,";"0,";"0,";"0,";"0,";
